휴게소명,도로종류,도로노선번호,도로노선명,도로노선방향,위도,경도,휴게소종류,휴게소운영시작시각,휴게소운영종료시각,도로점용면적,주차면수,경정비가능여부,주유소유무,LPG충전소유무,전기차충전소유무,버스환승가능여부,쉼터유무,화장실유무,약국유무,수유실유무,매점유무,음식점유무,기타편의시설,휴게소대표음식명,휴게소전화번호,데이터기준일자,제공기관코드,제공기관명
남성주참외(창원),고속국도,45,중부내륙선,하행,35.869015,128.316816,일반휴게소,00:00,23:59,38447,110,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,054-933-7105,2021-08-09,B500004,한국도로공사
내린천,고속국도,60,서울양양선,양방향,37.916535,128.286377,일반휴게소,00:00,23:59,88867,330,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,033-852-8619,2021-08-09,B500004,한국도로공사
논공(광주),고속국도,12,광주대구선,하행,35.767421,128.403493,일반휴게소,00:00,23:59,29234,125,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,070-4304-0600,2021-08-09,B500004,한국도로공사
단양(춘천방향)휴게소,고속국도,55,중앙선,,36.939341,128.320788,일반휴게소,00:00,24:00,79980,,,Y,Y,Y,N,Y,Y,,,Y,Y,,수제등심돈가스,043-421-1671,2020-01-02,4480000,충청북도 단양군
단양(부산방향)휴게소,고속국도,55,중앙선,,36.995355,128.287598,일반휴게소,00:00,24:00,31481,,,Y,Y,Y,N,Y,Y,,,Y,Y,,단양마늘약초갈비탕,043-423-5403,2020-01-02,4480000,충청북도 단양군
정읍녹두장군휴게소,고속국도,25,호남선,하행,35.599968,126.864341,일반휴게소,00:00,23:59,30000,140,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,샤워실+세탁실+수면실,산외한우뚝배기불고기,063-532-0510,2020-06-30,4690000,전라북도 정읍시
옥거쉼터,지방도,795,진용로,,35.943484,127.494575,간이휴게소,09:00,20:00,10,,N,N,N,N,N,Y,Y,N,N,N,N,,,063-430-8714,2020-06-23,4730000,전라북도 진안군
와룡쉼터,군도,22,주용로,,35.953011,127.466423,간이휴게소,09:00,20:00,20,,N,N,N,N,N,Y,Y,N,N,N,N,,,063-430-8714,2020-06-23,4730000,전라북도 진안군
용평쉼터,일반국도,30,진무로,,35.876457,127.498212,간이휴게소,09:00,20:00,15,,N,N,N,N,N,Y,Y,N,N,N,N,,,063-430-8714,2020-06-23,4730000,전라북도 진안군
강릉(인천),고속국도,50,영동선,하행,37.760275,128.8053601,일반휴게소,00:00,23:59,71026,279,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,033-647-9970,2021-08-09,B500004,한국도로공사
강천산(광주),고속국도,12,광주대구선,하행,35.3657501,127.105451,일반휴게소,00:00,23:59,17767,63,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,,063-653-4033,2021-08-09,B500004,한국도로공사
강천산(대구),고속국도,12,광주대구선,상행,35.364369,127.104757,간이휴게소,00:00,23:59,12365,56,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,,,063-653-3050,2021-08-09,B500004,한국도로공사
거창(광주),고속국도,12,광주대구선,하행,35.708862,128.057962,일반휴게소,00:00,23:59,56462,110,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,055-943-0992,2021-08-09,B500004,한국도로공사
거창(대구),고속국도,12,광주대구선,상행,35.706469,128.056945,일반휴게소,00:00,23:59,56462,86,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,,055-943-9534,2021-08-09,B500004,한국도로공사
건천(부산),고속국도,1,경부선,하행,35.830716,129.1093101,간이휴게소,00:00,23:59,13041,146,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,,,054-751-6890,2021-08-09,B500004,한국도로공사
건천(서울),고속국도,1,경부선,상행,35.831894,129.109244,일반휴게소,00:00,23:59,23174,124,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,,,054-751-7401,2021-08-09,B500004,한국도로공사
경산(서울),고속국도,1,경부선,상행,35.879323,128.810331,일반휴게소,00:00,23:59,40171,215,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,053-852-5243,2021-08-09,B500004,한국도로공사
경주(부산),고속국도,1,경부선,하행,35.724761,129.1929501,화물차휴게소,00:00,23:59,72848,290,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,054-748-3195,2021-08-09,B500004,한국도로공사
고성공룡나라(대전),고속국도,35,대전통영선,상행,35.056665,128.252359,일반휴게소,00:00,23:59,50422,160,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,055-674-0494,2021-08-09,B500004,한국도로공사
고성공룡나라(통영),고속국도,35,대전통영선,하행,35.0518101,128.262763,화물차휴게소,00:00,23:59,42488,187,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,055-674-7028,2021-08-09,B500004,한국도로공사
고창고인돌(목포),고속국도,15,서해안선,하행,35.468653,126.673871,일반휴게소,00:00,23:59,52451,294,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,063-561-6313,2021-08-09,B500004,한국도로공사
고창고인돌(서울),고속국도,15,서해안선,상행,35.4620701,126.673477,일반휴게소,00:00,23:59,114191,261,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,063-561-6323,2021-08-09,B500004,한국도로공사
곡성(순천),고속국도,25,호남선,하행,35.258498,127.150737,일반휴게소,00:00,23:59,16137,54,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,061-363-2766,2021-08-09,B500004,한국도로공사
영덕휴게소,일반국도,7번,일반국도7호선,상행,36.528948,129.403459,일반휴게소,07:00,22:00,18000,150,N,Y,N,N,N,Y,Y,N,N,Y,Y,,육개장,054-734-5980,2020-07-15,5180000,경상북도 영덕군
병곡휴게소,일반국도,7번,일반국도7호선,상행,36.606818,129.413634,일반휴게소,07:00,20:00,5000,80,N,N,N,N,N,Y,Y,N,N,Y,Y,,정식,054-732-2484,2020-07-15,5180000,경상북도 영덕군
칠보산휴게소,일반국도,7번,일반국도7호선,하행,36.632392,129.416259,일반휴게소,07:00,22:00,6000,120,N,N,N,N,N,Y,Y,N,N,Y,Y,,부페,054-734-5801,2020-07-15,5180000,경상북도 영덕군
영산휴게소,고속국도,45번,중부내륙,하행,35.430028,128.495881,일반휴게소,00:00,00:00,15032,139,,Y,Y,Y,N,Y,Y,,Y,Y,Y,,"창녕양파제육덮밥, 창녕양파제육덮밥정식",055-521-2978,2020-09-22,5410000,경상남도 창녕군
정읍녹두장군휴게소,고속국도,25,호남선,상행,35.601456,126.862006,일반휴게소,00:00,23:59,38000,159,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,샤워실+세탁실+수면실,복분자낙지연포탕,063-532-2373,2020-06-30,4690000,전라북도 정읍시
괴산(창원),고속국도,45,중부내륙선,,36.8317868,127.959603,일반휴게소,00:00,23:59,37162,90,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,043-832-7966,2020-06-30,4460000,충청북도 괴산군
괴산(양평),고속국도,45,중부내륙선,,36.83146126,127.958292,일반휴게소,00:00,23:59,38776,90,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,043-832-6594,2020-06-30,4460000,충청북도 괴산군
여수화물자동차휴게소,시도,대로1-4,도시계획도로,,34.797906,127.662228,화물차휴게소,00:00,23:59,0,396,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,,,061-692-9678,2020-11-02,4810000,전라남도 여수시
곡성(천안),고속국도,25,호남선,상행,35.259632,127.152741,일반휴게소,00:00,23:59,24680,118,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,061-362-8300,2021-08-09,B500004,한국도로공사
공주(당진),고속국도,30,당진영덕선,하행,36.498679,127.164921,일반휴게소,00:00,23:59,52144,178,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,041-854-0050,2021-08-09,B500004,한국도로공사
공주(대전),고속국도,30,당진영덕선,상행,36.496946,127.1666701,일반휴게소,00:00,23:59,49748,188,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,041-854-6060,2021-08-09,B500004,한국도로공사
괴산(양평),고속국도,45,중부내륙선,상행,36.831894,127.960141,일반휴게소,00:00,23:59,38776,90,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,043-832-6594,2021-08-09,B500004,한국도로공사
괴산(창원),고속국도,45,중부내륙선,하행,36.831456,127.957845,일반휴게소,00:00,23:59,37162,90,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,043-832-7966,2021-08-09,B500004,한국도로공사
구리(일산),고속국도,100,수도권제1순환선,하행,37.628023,127.139237,간이휴게소,00:00,23:59,19500,144,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,031-529-3564,2021-08-09,B500004,한국도로공사
구정(삼척),고속국도,65,동해선,하행,37.722214,128.8511601,일반휴게소,00:00,23:59,41920,230,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,,033-644-8345,2021-08-09,B500004,한국도로공사
구정(속초),고속국도,65,동해선,상행,37.723012,128.854228,일반휴게소,00:00,23:59,52345,226,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,,,033-644-4760,2021-08-09,B500004,한국도로공사
군산(목포),고속국도,15,서해안선,하행,35.980591,126.828971,일반휴게소,00:00,23:59,14071,151,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,063-453-0402,2021-08-09,B500004,한국도로공사
군산(서울),고속국도,15,서해안선,상행,36.018831,126.797698,일반휴게소,00:00,23:59,50249,226,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,063-453-2818,2021-08-09,B500004,한국도로공사
군위(부산),고속국도,55,중앙선,하행,36.266556,128.574852,일반휴게소,00:00,23:59,36839,227,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,054-383-6114,2021-08-09,B500004,한국도로공사
군위(춘천),고속국도,55,중앙선,상행,36.266002,128.576774,일반휴게소,00:00,23:59,39273,227,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,,054-383-7114,2021-08-09,B500004,한국도로공사
금강(부산),고속국도,1,경부선,하행,36.279148,127.672231,일반휴게소,00:00,23:59,17409,295,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,,,043-731-2233,2021-08-09,B500004,한국도로공사
금산인삼랜드(대전),고속국도,35,대전통영선,상행,36.154689,127.497681,일반휴게소,00:00,23:59,40492,187,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,,,041-754-9200,2021-08-09,B500004,한국도로공사
금산인삼랜드(통영),고속국도,35,대전통영선,하행,36.152874,127.495954,일반휴게소,00:00,23:59,48351,237,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,,,041-751-2892,2021-08-09,B500004,한국도로공사
금왕(제천),고속국도,40,평택제천선,하행,36.9694501,127.590845,간이휴게소,00:00,23:59,42829,170,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,,043-881-0001,2021-08-09,B500004,한국도로공사
양산휴게소(서울방향),고속국도,1번,경부선,,35.323156,129.056855,일반휴게소,00:00,24:00,6531.0,,,Y,Y,Y,N,Y,Y,,Y,Y,Y,,,055-384-0144,2020-10-29,5380000,경상남도 양산시
양산휴게소,고속국도,1번,경부선,,35.436649,129.069545,일반휴게소,00:00,24:00,46923.9,,,Y,Y,,N,,Y,,,Y,Y,,,055-375-9648,2020-10-29,5380000,경상남도 양산시
통도사휴게소(부산방향),고속국도,1번,경부선,,35.488787,129.090782,일반휴게소,00:00,24:00,29693.0,,,Y,Y,Y,N,Y,Y,,Y,Y,Y,,,055-383-6145,2020-10-29,5380000,경상남도 양산시
낙동강구미휴게소,고속국도,301,상주영천선,상행,36.346071,128.296201,일반휴게소,00:00,23:59,48338,266,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,샤워실+세탁실+ATM+기사식당,양지버섯국밥,054-475-2971,2020-06-22,5080000,경상북도 구미시
선산(양평),고속국도,45,중부내륙선,,36.27762304,128.2489747,일반휴게소,00:00,23:59,32460,274,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,,,054-482-6011,2020-06-22,5080000,경상북도 구미시
선산(창원),고속국도,45,중부내륙선,,36.27462729,128.2508171,일반휴게소,00:00,23:59,28943,297,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,,,054-482-6031,2020-06-22,5080000,경상북도 구미시
초양도휴게소,일반국도,3,국도3호선,상행,34.9255272,128.0456998,일반휴게소,00:00,23:59,2787,51,N,N,N,N,N,Y,Y,N,N,Y,N,파고라+탐방안내소,,055-000-0000,2020-10-21,5340000,경상남도 사천시
곡성기차마을휴게소 순천방향,고속국도,25,호남고속도로,,35.25837545,127.1510125,일반휴게소,00:00,00:00,8562,,,Y,Y,Y,N,,Y,,,Y,Y,,,061-363-2766,2020-10-14,4860000,전라남도 곡성군
곡성기차마을휴게소 논산방향,고속국도,25,호남고속도로,,35.25965813,127.1526893,일반휴게소,06:00,22:00,6520,,,Y,Y,Y,N,,Y,,,Y,Y,,,061-362-8303,2020-10-14,4860000,전라남도 곡성군
영천휴게소(포항방면),고속국도,25,대구포항고속선,,36.058218,129.042286,일반휴게소,00:00,23:59,900,300,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,영천마늘제유덮밥,054-338-0062,2021-02-19,5100000,경상북도 영천시
영천휴게소(대구방면),고속국도,25,대구포항고속선,,35.999097,128.858356,일반휴게소,00:00,23:59,900,300,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,영천마늘제유덮밥,054-338-0037,2021-02-19,5100000,경상북도 영천시
청통(대구방향)휴게소,고속국도,25,대구포항고속선,,35.999097,128.858356,일반휴게소,00:00,23:59,900,170,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,산삼배양근비빕밥,054-337-5009,2021-02-19,5100000,경상북도 영천시
무주IC만남의광장,군도,7호,군도7호,,35.974202,127.651079,일반휴게소,08:00,23:59,582,150,N,N,N,Y,N,Y,Y,N,N,Y,Y,농특산물판매장,전통순두부,063-320-2571,2021-07-15,4740000,전라북도 무주군
함평천지휴게소,일반국도,1,목포-신의주,하행,35.033126,126.585988,일반휴게소,09:00,21:00,1000,,N,Y,N,N,N,Y,Y,N,Y,Y,Y,예식장,뷔페,061-323-9992,2021-07-14,4960000,전라남도 함평군
